Metric,Date,Value,Stock
Tax Effect Of Unusual Items,2024-03-31 00:00:00,-237947577.0,BAJFINANCE.NS
Tax Rate For Calcs,2024-03-31 00:00:00,0.25161,BAJFINANCE.NS
Total Unusual Items,2024-03-31 00:00:00,-945700000.0,BAJFINANCE.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,-945700000.0,BAJFINANCE.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Reconciled Depreciation,2024-03-31 00:00:00,6833200000.0,BAJFINANCE.NS
Net Interest Income,2024-03-31 00:00:00,295819200000.0,BAJFINANCE.NS
Interest Expense,2024-03-31 00:00:00,187246900000.0,BAJFINANCE.NS
Interest Income,2024-03-31 00:00:00,483066100000.0,BAJFINANCE.NS
Normalized Income,2024-03-31 00:00:00,145219452423.0,BAJFINANCE.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Diluted Average Shares,2024-03-31 00:00:00,6123830490.0,BAJFINANCE.NS
Basic Average Shares,2024-03-31 00:00:00,6100327430.0,BAJFINANCE.NS
Diluted EPS,2024-03-31 00:00:00,23.598,BAJFINANCE.NS
Basic EPS,2024-03-31 00:00:00,23.689,BAJFINANCE.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Net Income Common Stockholders,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Net Income,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Minority Interests,2024-03-31 00:00:00,0.0,BAJFINANCE.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Net Income Continuous Operations,2024-03-31 00:00:00,144511700000.0,BAJFINANCE.NS
Tax Provision,2024-03-31 00:00:00,48584000000.0,BAJFINANCE.NS
Pretax Income,2024-03-31 00:00:00,193095700000.0,BAJFINANCE.NS
Special Income Charges,2024-03-31 00:00:00,-945700000.0,BAJFINANCE.NS
Other Special Charges,2024-03-31 00:00:00,125400000.0,BAJFINANCE.NS
Write Off,2024-03-31 00:00:00,820300000.0,BAJFINANCE.NS
Gain On Sale Of Security,2024-03-31 00:00:00,3296100000.0,BAJFINANCE.NS
Operating Expense,2024-03-31 00:00:00,103811500000.0,BAJFINANCE.NS
Other Operating Expenses,2024-03-31 00:00:00,27102900000.0,BAJFINANCE.NS
Depreciation And Amortization In Income Statement,2024-03-31 00:00:00,6833200000.0,BAJFINANCE.NS
Depreciation Income Statement,2024-03-31 00:00:00,6833200000.0,BAJFINANCE.NS
Selling General And Administration,2024-03-31 00:00:00,4027700000.0,BAJFINANCE.NS
Selling And Marketing Expense,2024-03-31 00:00:00,3491800000.0,BAJFINANCE.NS
General And Administrative Expense,2024-03-31 00:00:00,535900000.0,BAJFINANCE.NS
Insurance And Claims,2024-03-31 00:00:00,81900000.0,BAJFINANCE.NS
Rent And Landing Fees,2024-03-31 00:00:00,749200000.0,BAJFINANCE.NS
Total Revenue,2024-03-31 00:00:00,343263200000.0,BAJFINANCE.NS
Operating Revenue,2024-03-31 00:00:00,343263200000.0,BAJFINANCE.NS
Tax Effect Of Unusual Items,2023-03-31 00:00:00,-161708940.0,BAJFINANCE.NS
Tax Rate For Calcs,2023-03-31 00:00:00,0.2589,BAJFINANCE.NS
Total Unusual Items,2023-03-31 00:00:00,-624600000.0,BAJFINANCE.NS
Total Unusual Items Excluding Goodwill,2023-03-31 00:00:00,-624600000.0,BAJFINANCE.NS
Net Income From Continuing Operation Net Minority Interest,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Reconciled Depreciation,2023-03-31 00:00:00,4853800000.0,BAJFINANCE.NS
Net Interest Income,2023-03-31 00:00:00,229890600000.0,BAJFINANCE.NS
Interest Expense,2023-03-31 00:00:00,125598900000.0,BAJFINANCE.NS
Interest Income,2023-03-31 00:00:00,355489500000.0,BAJFINANCE.NS
Normalized Income,2023-03-31 00:00:00,115539791060.0,BAJFINANCE.NS
Net Income From Continuing And Discontinued Operation,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Diluted Average Shares,2023-03-31 00:00:00,6070447270.0,BAJFINANCE.NS
Basic Average Shares,2023-03-31 00:00:00,6039767500.0,BAJFINANCE.NS
Diluted EPS,2023-03-31 00:00:00,18.957,BAJFINANCE.NS
Basic EPS,2023-03-31 00:00:00,19.053,BAJFINANCE.NS
Diluted NI Availto Com Stockholders,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Net Income Common Stockholders,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Net Income,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Minority Interests,2023-03-31 00:00:00,,BAJFINANCE.NS
Net Income Including Noncontrolling Interests,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Net Income Continuous Operations,2023-03-31 00:00:00,115076900000.0,BAJFINANCE.NS
Tax Provision,2023-03-31 00:00:00,40201700000.0,BAJFINANCE.NS
Pretax Income,2023-03-31 00:00:00,155278600000.0,BAJFINANCE.NS
Special Income Charges,2023-03-31 00:00:00,-624600000.0,BAJFINANCE.NS
Other Special Charges,2023-03-31 00:00:00,133300000.0,BAJFINANCE.NS
Write Off,2023-03-31 00:00:00,491300000.0,BAJFINANCE.NS
Gain On Sale Of Security,2023-03-31 00:00:00,3290600000.0,BAJFINANCE.NS
Operating Expense,2023-03-31 00:00:00,82377300000.0,BAJFINANCE.NS
Other Operating Expenses,2023-03-31 00:00:00,21227400000.0,BAJFINANCE.NS
Depreciation And Amortization In Income Statement,2023-03-31 00:00:00,4853800000.0,BAJFINANCE.NS
Depreciation Income Statement,2023-03-31 00:00:00,4853800000.0,BAJFINANCE.NS
Selling General And Administration,2023-03-31 00:00:00,3913600000.0,BAJFINANCE.NS
Selling And Marketing Expense,2023-03-31 00:00:00,3619900000.0,BAJFINANCE.NS
General And Administrative Expense,2023-03-31 00:00:00,293700000.0,BAJFINANCE.NS
Insurance And Claims,2023-03-31 00:00:00,62600000.0,BAJFINANCE.NS
Rent And Landing Fees,2023-03-31 00:00:00,568300000.0,BAJFINANCE.NS
Total Revenue,2023-03-31 00:00:00,269669000000.0,BAJFINANCE.NS
Operating Revenue,2023-03-31 00:00:00,269669000000.0,BAJFINANCE.NS
Tax Effect Of Unusual Items,2022-03-31 00:00:00,-66891264.0,BAJFINANCE.NS
Tax Rate For Calcs,2022-03-31 00:00:00,0.26048,BAJFINANCE.NS
Total Unusual Items,2022-03-31 00:00:00,-256800000.0,BAJFINANCE.NS
Total Unusual Items Excluding Goodwill,2022-03-31 00:00:00,-256800000.0,BAJFINANCE.NS
Net Income From Continuing Operation Net Minority Interest,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Reconciled Depreciation,2022-03-31 00:00:00,3845700000.0,BAJFINANCE.NS
Net Interest Income,2022-03-31 00:00:00,175236400000.0,BAJFINANCE.NS
Interest Expense,2022-03-31 00:00:00,97537000000.0,BAJFINANCE.NS
Interest Income,2022-03-31 00:00:00,272773400000.0,BAJFINANCE.NS
Normalized Income,2022-03-31 00:00:00,70472208736.0,BAJFINANCE.NS
Net Income From Continuing And Discontinued Operation,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Diluted Average Shares,2022-03-31 00:00:00,6069664590.0,BAJFINANCE.NS
Basic Average Shares,2022-03-31 00:00:00,6025743030.0,BAJFINANCE.NS
Diluted EPS,2022-03-31 00:00:00,11.579,BAJFINANCE.NS
Basic EPS,2022-03-31 00:00:00,11.664,BAJFINANCE.NS
Diluted NI Availto Com Stockholders,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Net Income Common Stockholders,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Net Income,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Minority Interests,2022-03-31 00:00:00,,BAJFINANCE.NS
Net Income Including Noncontrolling Interests,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Net Income Continuous Operations,2022-03-31 00:00:00,70282300000.0,BAJFINANCE.NS
Tax Provision,2022-03-31 00:00:00,24755500000.0,BAJFINANCE.NS
Pretax Income,2022-03-31 00:00:00,95037800000.0,BAJFINANCE.NS
Special Income Charges,2022-03-31 00:00:00,-256800000.0,BAJFINANCE.NS
Other Special Charges,2022-03-31 00:00:00,248400000.0,BAJFINANCE.NS
Write Off,2022-03-31 00:00:00,8400000.0,BAJFINANCE.NS
Gain On Sale Of Security,2022-03-31 00:00:00,3277300000.0,BAJFINANCE.NS
Operating Expense,2022-03-31 00:00:00,58001900000.0,BAJFINANCE.NS
Other Operating Expenses,2022-03-31 00:00:00,15258200000.0,BAJFINANCE.NS
Depreciation And Amortization In Income Statement,2022-03-31 00:00:00,3845700000.0,BAJFINANCE.NS
Depreciation Income Statement,2022-03-31 00:00:00,3845700000.0,BAJFINANCE.NS
Selling General And Administration,2022-03-31 00:00:00,2014400000.0,BAJFINANCE.NS
Selling And Marketing Expense,2022-03-31 00:00:00,1764300000.0,BAJFINANCE.NS
General And Administrative Expense,2022-03-31 00:00:00,250100000.0,BAJFINANCE.NS
Insurance And Claims,2022-03-31 00:00:00,59900000.0,BAJFINANCE.NS
Rent And Landing Fees,2022-03-31 00:00:00,501800000.0,BAJFINANCE.NS
Total Revenue,2022-03-31 00:00:00,201322100000.0,BAJFINANCE.NS
Operating Revenue,2022-03-31 00:00:00,201322100000.0,BAJFINANCE.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,13474494.301085,PNB.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.331069,PNB.NS
Total Unusual Items,2025-03-31 00:00:00,40700000.0,PNB.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,40700000.0,PNB.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,184802900000.0,PNB.NS
Reconciled Depreciation,2025-03-31 00:00:00,9575100000.0,PNB.NS
Net Interest Income,2025-03-31 00:00:00,433060100000.0,PNB.NS
Interest Expense,2025-03-31 00:00:00,807038400000.0,PNB.NS
Interest Income,2025-03-31 00:00:00,1240098500000.0,PNB.NS
Normalized Income,2025-03-31 00:00:00,184775674494.3011,PNB.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,184802900000.0,PNB.NS
Diluted Average Shares,2025-03-31 00:00:00,11256600638.0,PNB.NS
Basic Average Shares,2025-03-31 00:00:00,11256600638.0,PNB.NS
Diluted EPS,2025-03-31 00:00:00,16.42,PNB.NS
Basic EPS,2025-03-31 00:00:00,16.42,PNB.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,184802900000.0,PNB.NS
Net Income Common Stockholders,2025-03-31 00:00:00,184802900000.0,PNB.NS
Net Income,2025-03-31 00:00:00,184802900000.0,PNB.NS
Minority Interests,2025-03-31 00:00:00,-723200000.0,PNB.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,185526100000.0,PNB.NS
Net Income Extraordinary,2025-03-31 00:00:00,0.0,PNB.NS
Net Income Continuous Operations,2025-03-31 00:00:00,185526100000.0,PNB.NS
Tax Provision,2025-03-31 00:00:00,86129100000.0,PNB.NS
Pretax Income,2025-03-31 00:00:00,260154800000.0,PNB.NS
Special Income Charges,2025-03-31 00:00:00,40700000.0,PNB.NS
Other Special Charges,2025-03-31 00:00:00,-40700000.0,PNB.NS
Gain On Sale Of Security,2025-03-31 00:00:00,40508600000.0,PNB.NS
Operating Expense,2025-03-31 00:00:00,325656700000.0,PNB.NS
Other Operating Expenses,2025-03-31 00:00:00,64267100000.0,PNB.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,9575100000.0,PNB.NS
Depreciation Income Statement,2025-03-31 00:00:00,9575100000.0,PNB.NS
Selling General And Administration,2025-03-31 00:00:00,3171100000.0,PNB.NS
Selling And Marketing Expense,2025-03-31 00:00:00,1242700000.0,PNB.NS
General And Administrative Expense,2025-03-31 00:00:00,1928400000.0,PNB.NS
Insurance And Claims,2025-03-31 00:00:00,19011100000.0,PNB.NS
Rent And Landing Fees,2025-03-31 00:00:00,14109400000.0,PNB.NS
Total Revenue,2025-03-31 00:00:00,597605500000.0,PNB.NS
Operating Revenue,2025-03-31 00:00:00,597605500000.0,PNB.NS
Tax Effect Of Unusual Items,2024-03-31 00:00:00,23530201.730938,PNB.NS
Tax Rate For Calcs,2024-03-31 00:00:00,0.353306,PNB.NS
Total Unusual Items,2024-03-31 00:00:00,66600000.0,PNB.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,66600000.0,PNB.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,91072000000.0,PNB.NS
Reconciled Depreciation,2024-03-31 00:00:00,9056000000.0,PNB.NS
Net Interest Income,2024-03-31 00:00:00,405304200000.0,PNB.NS
Interest Expense,2024-03-31 00:00:00,685341600000.0,PNB.NS
Interest Income,2024-03-31 00:00:00,1090645800000.0,PNB.NS
Normalized Income,2024-03-31 00:00:00,91028930201.73094,PNB.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,91072000000.0,PNB.NS
Diluted Average Shares,2024-03-31 00:00:00,11011015558.0,PNB.NS
Basic Average Shares,2024-03-31 00:00:00,11011015558.0,PNB.NS
Diluted EPS,2024-03-31 00:00:00,8.27,PNB.NS
Basic EPS,2024-03-31 00:00:00,8.27,PNB.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,91072000000.0,PNB.NS
Net Income Common Stockholders,2024-03-31 00:00:00,91072000000.0,PNB.NS
Net Income,2024-03-31 00:00:00,91072000000.0,PNB.NS
Minority Interests,2024-03-31 00:00:00,-499500000.0,PNB.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,91571500000.0,PNB.NS
Net Income Extraordinary,2024-03-31 00:00:00,0.0,PNB.NS
Net Income Continuous Operations,2024-03-31 00:00:00,91571500000.0,PNB.NS
Tax Provision,2024-03-31 00:00:00,50028000000.0,PNB.NS
Pretax Income,2024-03-31 00:00:00,141599500000.0,PNB.NS
Special Income Charges,2024-03-31 00:00:00,66600000.0,PNB.NS
Other Special Charges,2024-03-31 00:00:00,-66600000.0,PNB.NS
Gain On Sale Of Security,2024-03-31 00:00:00,6149100000.0,PNB.NS
Operating Expense,2024-03-31 00:00:00,296071700000.0,PNB.NS
Other Operating Expenses,2024-03-31 00:00:00,67043600000.0,PNB.NS
Depreciation And Amortization In Income Statement,2024-03-31 00:00:00,9056000000.0,PNB.NS
Depreciation Income Statement,2024-03-31 00:00:00,9056000000.0,PNB.NS
Selling General And Administration,2024-03-31 00:00:00,3083600000.0,PNB.NS
Selling And Marketing Expense,2024-03-31 00:00:00,944700000.0,PNB.NS
General And Administrative Expense,2024-03-31 00:00:00,2138900000.0,PNB.NS
Insurance And Claims,2024-03-31 00:00:00,17001700000.0,PNB.NS
Rent And Landing Fees,2024-03-31 00:00:00,13420500000.0,PNB.NS
Total Revenue,2024-03-31 00:00:00,552605200000.0,PNB.NS
Operating Revenue,2024-03-31 00:00:00,552605200000.0,PNB.NS
Tax Effect Of Unusual Items,2023-03-31 00:00:00,8976265.026559,PNB.NS
Tax Rate For Calcs,2023-03-31 00:00:00,0.347917,PNB.NS
Total Unusual Items,2023-03-31 00:00:00,25800000.0,PNB.NS
Total Unusual Items Excluding Goodwill,2023-03-31 00:00:00,25800000.0,PNB.NS
Net Income From Continuing Operation Net Minority Interest,2023-03-31 00:00:00,33484500000.0,PNB.NS
Reconciled Depreciation,2023-03-31 00:00:00,9048700000.0,PNB.NS
Net Interest Income,2023-03-31 00:00:00,350283000000.0,PNB.NS
Interest Expense,2023-03-31 00:00:00,518169900000.0,PNB.NS
Interest Income,2023-03-31 00:00:00,868452900000.0,PNB.NS
Normalized Income,2023-03-31 00:00:00,33467676265.026558,PNB.NS
Net Income From Continuing And Discontinued Operation,2023-03-31 00:00:00,33484500000.0,PNB.NS
Diluted Average Shares,2023-03-31 00:00:00,11011015558.0,PNB.NS
Basic Average Shares,2023-03-31 00:00:00,11011015558.0,PNB.NS
Diluted EPS,2023-03-31 00:00:00,3.04,PNB.NS
Basic EPS,2023-03-31 00:00:00,3.04,PNB.NS
Diluted NI Availto Com Stockholders,2023-03-31 00:00:00,33484500000.0,PNB.NS
Net Income Common Stockholders,2023-03-31 00:00:00,33484500000.0,PNB.NS
Net Income,2023-03-31 00:00:00,33484500000.0,PNB.NS
Minority Interests,2023-03-31 00:00:00,-103300000.0,PNB.NS
Net Income Including Noncontrolling Interests,2023-03-31 00:00:00,33587800000.0,PNB.NS
Net Income Extraordinary,2023-03-31 00:00:00,0.0,PNB.NS
Net Income Continuous Operations,2023-03-31 00:00:00,33587800000.0,PNB.NS
Tax Provision,2023-03-31 00:00:00,17920800000.0,PNB.NS
Pretax Income,2023-03-31 00:00:00,51508800000.0,PNB.NS
Special Income Charges,2023-03-31 00:00:00,25800000.0,PNB.NS
Other Special Charges,2023-03-31 00:00:00,-25800000.0,PNB.NS
Gain On Sale Of Security,2023-03-31 00:00:00,-10128900000.0,PNB.NS
Operating Expense,2023-03-31 00:00:00,246182400000.0,PNB.NS
Other Operating Expenses,2023-03-31 00:00:00,55958400000.0,PNB.NS
Depreciation And Amortization In Income Statement,2023-03-31 00:00:00,9048700000.0,PNB.NS
Depreciation Income Statement,2023-03-31 00:00:00,9048700000.0,PNB.NS
Selling General And Administration,2023-03-31 00:00:00,2846100000.0,PNB.NS
Selling And Marketing Expense,2023-03-31 00:00:00,994000000.0,PNB.NS
General And Administrative Expense,2023-03-31 00:00:00,1852100000.0,PNB.NS
Insurance And Claims,2023-03-31 00:00:00,15528400000.0,PNB.NS
Rent And Landing Fees,2023-03-31 00:00:00,13344100000.0,PNB.NS
Total Revenue,2023-03-31 00:00:00,470921000000.0,PNB.NS
Operating Revenue,2023-03-31 00:00:00,470921000000.0,PNB.NS
Tax Effect Of Unusual Items,2022-03-31 00:00:00,27406036.770968,PNB.NS
Tax Rate For Calcs,2022-03-31 00:00:00,0.19032,PNB.NS
Total Unusual Items,2022-03-31 00:00:00,144000000.0,PNB.NS
Total Unusual Items Excluding Goodwill,2022-03-31 00:00:00,144000000.0,PNB.NS
Net Income From Continuing Operation Net Minority Interest,2022-03-31 00:00:00,38607400000.0,PNB.NS
Reconciled Depreciation,2022-03-31 00:00:00,8961700000.0,PNB.NS
Net Interest Income,2022-03-31 00:00:00,294187500000.0,PNB.NS
Interest Expense,2022-03-31 00:00:00,468230800000.0,PNB.NS
Interest Income,2022-03-31 00:00:00,762418300000.0,PNB.NS
Normalized Income,2022-03-31 00:00:00,38490806036.770966,PNB.NS
Net Income From Continuing And Discontinued Operation,2022-03-31 00:00:00,38607400000.0,PNB.NS
Diluted Average Shares,2022-03-31 00:00:00,10946723321.0,PNB.NS
Basic Average Shares,2022-03-31 00:00:00,10946723321.0,PNB.NS
Diluted EPS,2022-03-31 00:00:00,3.53,PNB.NS
Basic EPS,2022-03-31 00:00:00,3.53,PNB.NS
Diluted NI Availto Com Stockholders,2022-03-31 00:00:00,38607400000.0,PNB.NS
Net Income Common Stockholders,2022-03-31 00:00:00,38607400000.0,PNB.NS
Net Income,2022-03-31 00:00:00,38607400000.0,PNB.NS
Minority Interests,2022-03-31 00:00:00,-468500000.0,PNB.NS
Net Income Including Noncontrolling Interests,2022-03-31 00:00:00,39075900000.0,PNB.NS
Net Income Extraordinary,2022-03-31 00:00:00,0.0,PNB.NS
Net Income Continuous Operations,2022-03-31 00:00:00,39075900000.0,PNB.NS
Tax Provision,2022-03-31 00:00:00,9185000000.0,PNB.NS
Pretax Income,2022-03-31 00:00:00,48260900000.0,PNB.NS
Special Income Charges,2022-03-31 00:00:00,144000000.0,PNB.NS
Other Special Charges,2022-03-31 00:00:00,-144000000.0,PNB.NS
Gain On Sale Of Security,2022-03-31 00:00:00,26693400000.0,PNB.NS
Operating Expense,2022-03-31 00:00:00,211911800000.0,PNB.NS
Other Operating Expenses,2022-03-31 00:00:00,52493800000.0,PNB.NS
Depreciation And Amortization In Income Statement,2022-03-31 00:00:00,8961700000.0,PNB.NS
Depreciation Income Statement,2022-03-31 00:00:00,8961700000.0,PNB.NS
Selling General And Administration,2022-03-31 00:00:00,2470400000.0,PNB.NS
Selling And Marketing Expense,2022-03-31 00:00:00,846800000.0,PNB.NS
General And Administrative Expense,2022-03-31 00:00:00,1623600000.0,PNB.NS
Insurance And Claims,2022-03-31 00:00:00,15235900000.0,PNB.NS
Rent And Landing Fees,2022-03-31 00:00:00,13015200000.0,PNB.NS
Total Revenue,2022-03-31 00:00:00,411535100000.0,PNB.NS
Operating Revenue,2022-03-31 00:00:00,411535100000.0,PNB.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,953652540.0,ADANIPORTS.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.1511,ADANIPORTS.NS
Normalized EBITDA,2025-03-31 00:00:00,194640900000.0,ADANIPORTS.NS
Total Unusual Items,2025-03-31 00:00:00,6311400000.0,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,6311400000.0,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,110923100000.0,ADANIPORTS.NS
Reconciled Depreciation,2025-03-31 00:00:00,43789300000.0,ADANIPORTS.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,120909500000.0,ADANIPORTS.NS
EBITDA,2025-03-31 00:00:00,200952300000.0,ADANIPORTS.NS
EBIT,2025-03-31 00:00:00,157163000000.0,ADANIPORTS.NS
Net Interest Income,2025-03-31 00:00:00,-20971400000.0,ADANIPORTS.NS
Interest Expense,2025-03-31 00:00:00,26866800000.0,ADANIPORTS.NS
Interest Income,2025-03-31 00:00:00,6879800000.0,ADANIPORTS.NS
Normalized Income,2025-03-31 00:00:00,105565352540.0,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,110923100000.0,ADANIPORTS.NS
Total Expenses,2025-03-31 00:00:00,163569600000.0,ADANIPORTS.NS
Rent Expense Supplemental,2025-03-31 00:00:00,1333000000.0,ADANIPORTS.NS
Diluted Average Shares,2025-03-31 00:00:00,2160138945.0,ADANIPORTS.NS
Basic Average Shares,2025-03-31 00:00:00,2160138945.0,ADANIPORTS.NS
Diluted EPS,2025-03-31 00:00:00,51.35,ADANIPORTS.NS
Basic EPS,2025-03-31 00:00:00,51.35,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,110923100000.0,ADANIPORTS.NS
Net Income Common Stockholders,2025-03-31 00:00:00,110923100000.0,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,ADANIPORTS.NS
Preferred Stock Dividends,2025-03-31 00:00:00,0.0,ADANIPORTS.NS
Net Income,2025-03-31 00:00:00,110923100000.0,ADANIPORTS.NS
Minority Interests,2025-03-31 00:00:00,310500000.0,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,110612600000.0,ADANIPORTS.NS
Net Income Extraordinary,2025-03-31 00:00:00,0.0,ADANIPORTS.NS
Net Income Continuous Operations,2025-03-31 00:00:00,110612600000.0,ADANIPORTS.NS
Tax Provision,2025-03-31 00:00:00,19683600000.0,ADANIPORTS.NS
Pretax Income,2025-03-31 00:00:00,130296200000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,2646700000.0,ADANIPORTS.NS
Special Income Charges,2025-03-31 00:00:00,3621700000.0,ADANIPORTS.NS
Other Special Charges,2025-03-31 00:00:00,-4662000000.0,ADANIPORTS.NS
Write Off,2025-03-31 00:00:00,,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2025-03-31 00:00:00,1040300000.0,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,-20971400000.0,ADANIPORTS.NS
Total Other Finance Cost,2025-03-31 00:00:00,984400000.0,ADANIPORTS.NS
Interest Expense Non Operating,2025-03-31 00:00:00,26866800000.0,ADANIPORTS.NS
Interest Income Non Operating,2025-03-31 00:00:00,6879800000.0,ADANIPORTS.NS
Operating Income,2025-03-31 00:00:00,141183700000.0,ADANIPORTS.NS
Operating Expense,2025-03-31 00:00:00,42660100000.0,ADANIPORTS.NS
Other Operating Expenses,2025-03-31 00:00:00,25125800000.0,ADANIPORTS.NS
Selling General And Administration,2025-03-31 00:00:00,16138200000.0,ADANIPORTS.NS
